@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721418-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49100068,NE-49100068,BISHOP DIKE AT TILE BRIDGE - CAWOOD,2023-04-27T14:49:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",16.5,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),456684,436850
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721418-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49100068,NE-49100068,BISHOP DIKE AT TILE BRIDGE - CAWOOD,2023-04-27T14:49:00,Nitrate-N,Nitrate as N,0117,"",7.57,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),456684,436850
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721418-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49100068,NE-49100068,BISHOP DIKE AT TILE BRIDGE - CAWOOD,2023-04-27T14:49:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),456684,436850
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721418-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49100068,NE-49100068,BISHOP DIKE AT TILE BRIDGE - CAWOOD,2023-04-27T14:49:00,Cond @ 25C,Conductivity at 25 C,0077,"",1415,"",us/cm,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),456684,436850
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721418-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49100068,NE-49100068,BISHOP DIKE AT TILE BRIDGE - CAWOOD,2023-04-27T14:49:00,Temp Water,Temperature of Water,0076,"",12,"",cel,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),456684,436850
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721418-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49100068,NE-49100068,BISHOP DIKE AT TILE BRIDGE - CAWOOD,2023-04-27T14:49:00,pH,pH,0061,"",8.46,"",phunits,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),456684,436850
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721418-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49100068,NE-49100068,BISHOP DIKE AT TILE BRIDGE - CAWOOD,2023-04-27T14:49:00,Nitrite-N,Nitrite as N,0118,"",0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),456684,436850
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721445-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49800075,NE-49800075,OAK BECK AT SPRUISTY FOOTBRIDGE D/S A61,2023-04-27T13:53:00,Temp Water,Temperature of Water,0076,"",8.8,"",cel,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),429476,457758
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721445-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49800075,NE-49800075,OAK BECK AT SPRUISTY FOOTBRIDGE D/S A61,2023-04-27T13:53:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",12.7,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),429476,457758
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721445-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49800075,NE-49800075,OAK BECK AT SPRUISTY FOOTBRIDGE D/S A61,2023-04-27T13:53:00,Cond @ 25C,Conductivity at 25 C,0077,"",401,"",us/cm,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),429476,457758
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721445-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49800075,NE-49800075,OAK BECK AT SPRUISTY FOOTBRIDGE D/S A61,2023-04-27T13:53:00,pH,pH,0061,"",8.08,"",phunits,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),429476,457758
http://environment.data.gov.uk/water-quality/data/measurement/NE-1721445-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49800075,NE-49800075,OAK BECK AT SPRUISTY FOOTBRIDGE D/S A61,2023-04-27T13:53:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",109.6,"",%,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),429476,457758
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,Nitrite-N,Nitrite as N,0118,<,0.004,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,Cond @ 25C,Conductivity at 25 C,0077,"",218,"",us/cm,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,NH3 un-ion,Ammonia un-ionised as N,0119,<,0.00052,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,Orthophospht,"Orthophosphate, reactive as P",0180,<,0.01,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",100,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,<,0.2,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",12.8,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,pH,pH,0061,"",8.9,"",phunits,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,Nitrate-N,Nitrate as N,0117,<,0.196,"",mg/l,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",111.3,"",%,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1720753-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49705097,NE-49705097,GREENFIELD BECK AT BECKERMONDS,2023-04-19T14:26:00,Temp Water,Temperature of Water,0076,"",9.3,"",cel,RIVER / RUNNING SURFACE WATER,false,MONITORING  (NATIONAL AGENCY POLICY),387386,480212
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,Nitrate-N,Nitrate as N,0117,"",9.99,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",98.2,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,Temp Water,Temperature of Water,0076,"",5,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,Nitrite-N,Nitrite as N,0118,"",0.014,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,Cond @ 25C,Conductivity at 25 C,0077,"",668,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.00056,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.044,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",12.5,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,pH,pH,0061,"",8.06,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.075,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",220,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715036-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-01-17T11:20:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",10,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1716772-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-02-09T14:22:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1716772-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-02-09T14:22:00,pH,pH,0061,"",8.2,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
http://environment.data.gov.uk/water-quality/data/measurement/NE-1716772-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49200118,NE-49200118,WATTON BECK AT BRIDGE HOUSE FARM,2023-02-09T14:22:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",104.3,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),503741,449062
